0.767086,-0.183423,0.251469,
0.767093,-0.183405,0.251393,
0.958247,-0.184273,0.275673,
0.958245,-0.184311,0.275649,
0.661544,-0.179291,0.233782,
0.661772,-0.179204,0.233868,
0.8379,-0.181431,0.254384,
0.839413,-0.183852,0.260067,
0.800619,-0.182001,0.254015,
1.01522,-0.18229,0.283918,
1.01518,-0.182296,0.283864,
1.01536,-0.182269,0.283829,
0.971391,-0.186361,0.280475,
0.865451,-0.185691,0.265204,
0.865474,-0.185706,0.265161,
0.852075,-0.185099,0.264511,
0.774546,-0.202853,0.293046,
0.774641,-0.202811,0.293067,
0.862519,-0.183856,0.262177,
0.921877,-0.193161,0.272811,
0.921878,-0.193138,0.272796,
0.980275,-0.19278,0.277121,
0.792589,-0.190284,0.252994,
0.792539,-0.190264,0.252951,
0.808921,-0.191553,0.257199,
0.809012,-0.191545,0.257205,
0.610056,-0.180648,0.232941,
0.610166,-0.180637,0.233019,
0.799067,-0.188477,0.29499,
0.852215,-0.173536,0.259267,
0.852132,-0.173572,0.259235,
0.821536,-0.173044,0.258305,
0.821615,-0.173026,0.258407,
0.918284,-0.174544,0.268513,
0.918244,-0.174554,0.268502,
0.828908,-0.182359,0.258089,
0.675737,-0.179646,0.236049,
0.855408,-0.179658,0.259934,
0.85538,-0.17961,0.259913,
0.855423,-0.179629,0.25995,
0.934731,-0.182762,0.271685,
0.83019,-0.174651,0.256931,
0.853401,-0.173253,0.260454,
0.939398,-0.178113,0.27404,
0.939356,-0.178187,0.274105,
0.760081,-0.177632,0.248283,
0.900912,-0.175404,0.267267,
0.900938,-0.175396,0.267262,
0.776501,-0.190615,0.249843,
0.776277,-0.190686,0.249718,
0.887249,-0.185974,0.266334,
0.887256,-0.185981,0.26632,
0.969829,-0.179353,0.278703,
0.753919,-0.181146,0.246965,
0.753782,-0.18126,0.247027,
0.600432,-0.177837,0.227066,
0.600368,-0.17789,0.227072,
0.618949,-0.185659,0.253977,
0.619049,-0.185583,0.254024,
0.761965,-0.172383,0.248602,
0.761902,-0.172399,0.248606,
0.860582,-0.158706,0.262059,
0.816551,-0.1777,0.256895,
1.01219,-0.186765,0.284234,
1.01223,-0.186757,0.284209,
1.01231,-0.186763,0.284236,
0.839398,-0.185069,0.259975,
0.839338,-0.185047,0.259943,
0.785397,-0.191337,0.259311,
0.891175,-0.18498,0.268895,
0.891356,-0.185065,0.268669,
