-0.910894,0.0599103,0.31307,
-0.910883,0.0598882,0.31307,
-0.910873,0.0598702,0.313117,
-0.910896,0.059847,0.313127,
-0.910842,0.0598926,0.313081,
-0.910847,0.059895,0.313096,
-0.910914,0.0598785,0.313095,
-0.910917,0.0598382,0.313159,
-0.910827,0.0598717,0.313107,
-0.910716,0.0601056,0.313179,
-0.910851,0.0598524,0.313148,
-0.910884,0.0598698,0.313137,
-0.910868,0.0598642,0.313121,
-0.91084,0.0598492,0.313094,
-0.910811,0.0598417,0.313104,
-0.910877,0.0598785,0.313099,
-0.910885,0.0598596,0.313127,
-0.910855,0.0598634,0.313125,
-0.910891,0.0598875,0.313097,
-0.910881,0.0598436,0.313101,
-0.910869,0.0598668,0.313127,
-0.91082,0.0599166,0.313087,
-0.910893,0.0599342,0.313078,
-0.910875,0.0597994,0.313206,
-0.910724,0.060015,0.313043,
-0.910801,0.0598788,0.313034,
-0.910905,0.0598872,0.31311,
-0.910828,0.0598654,0.313095,
-0.910916,0.0598547,0.313133,
-0.910875,0.0598743,0.313084,
-0.910876,0.0598821,0.313127,
-0.910892,0.0598955,0.313116,
-0.910853,0.0598324,0.313116,
-0.910904,0.0598525,0.313154,
-0.910845,0.0598689,0.312964,
-0.910877,0.0599068,0.313097,
-0.910826,0.0598294,0.313159,
-0.910814,0.0598481,0.31313,
-0.91087,0.0598496,0.313042,
-0.910886,0.0598807,0.313093,
-0.910841,0.0599071,0.313085,
-0.910498,0.0603919,0.313097,
-0.91091,0.0598816,0.313093,
-0.910868,0.0598995,0.313049,
-0.910859,0.0598611,0.313112,
-0.910902,0.0598256,0.313165,
-0.910897,0.0598385,0.313145,
-0.910873,0.0599013,0.31306,
-0.910861,0.0598985,0.31313,
-0.910906,0.0598858,0.313143,
-0.910816,0.0598312,0.313064,
-0.910907,0.0598345,0.313151,
-0.910811,0.0598814,0.313062,
-0.91088,0.0598938,0.313075,
-0.910868,0.0598463,0.313156,
-0.910887,0.0598705,0.313095,
-0.910807,0.0598978,0.313068,
-0.9109,0.0598732,0.313112,
-0.910848,0.0598496,0.313066,
-0.910896,0.0598398,0.313103,
-0.910853,0.059859,0.313102,
-0.910703,0.0600565,0.313273,
-0.910869,0.0598756,0.313125,
-0.910834,0.0599028,0.313079,
-0.910837,0.0598828,0.313078,
-0.910854,0.059866,0.313069,
-0.910831,0.0598799,0.313095,
-0.910848,0.0598655,0.31312,
-0.91084,0.0598297,0.313043,
-0.910861,0.0598911,0.313078,
-0.910832,0.0598779,0.313083,
-0.910897,0.0598789,0.313133,
-0.910855,0.0598301,0.313124,
-0.910827,0.0598702,0.313056,
-0.910844,0.0599305,0.313077,
-0.910905,0.0600255,0.313159,
-0.910822,0.0598779,0.313112,
-0.910834,0.0598347,0.313067,
-0.910845,0.0599273,0.313097,
-0.910865,0.0598649,0.313122,
-0.910907,0.0598441,0.313157,
-0.910845,0.059861,0.313112,
